rental_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,borough
5810,2300,2.0,1,1020,5,1.0,65,0,0,0,0,0,0,0,0,Kew Gardens,Queens
9643,2100,1.0,1,500,2,3.0,86,0,0,0,0,0,0,0,0,Astoria,Queens
9047,3700,3.0,2,1600,4,4.0,20,1,0,0,0,0,0,0,0,Forest Hills,Queens
3185,2870,1.0,1,673,3,24.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens
8025,2395,1.0,1,600,9,2.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
409,4199,4.0,3,1500,2,1.0,86,1,0,0,0,0,0,0,0,Ridgewood,Queens
1220,3200,4.0,1,1260,1,1.0,86,1,0,0,0,0,0,0,0,Ridgewood,Queens
5458,2395,1.0,1,700,9,3.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
8235,1700,1.0,1,600,17,14.0,20,1,0,0,0,0,0,0,0,Forest Hills,Queens
3834,5700,2.0,2,1194,1,7.0,6,0,1,1,1,1,0,1,1,Long Island City,Queens
4342,4100,2.0,2,1202,2,3.0,4,1,0,0,1,1,0,0,1,Long Island City,Queens
11009,1600,1.0,1,650,0,3.0,95,1,0,0,0,0,0,0,0,Ridgewood,Queens
5650,4475,2.0,2,953,6,19.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
1971,3500,1.0,1,996,9,7.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
9437,1900,2.0,1,900,2,3.0,16,0,0,0,0,0,0,0,0,Forest Hills,Queens
5944,2495,3.0,1,1400,2,1.0,13,0,0,0,0,0,0,0,0,Forest Hills,Queens
10311,2350,2.0,1,1073,14,3.0,61,1,0,0,0,0,0,0,0,Forest Hills,Queens
7764,2000,1.0,1,708,10,2.0,55,1,0,0,0,0,0,0,0,Sunnyside,Queens
5185,2700,1.0,1,720,9,7.0,4,0,0,0,0,0,0,0,0,Astoria,Queens
10846,2300,2.0,1,800,5,1.0,91,0,0,0,0,0,0,0,0,Astoria,Queens
4311,1550,0.0,1,350,1,1.0,86,0,0,0,0,0,0,0,0,Sunnyside,Queens
9084,2950,0.0,1,552,5,12.0,4,1,0,0,0,0,0,0,0,Long Island City,Queens
4902,1250,0.0,1,410,1,3.0,60,0,0,0,0,0,0,0,0,Jamaica Estates,Queens
7575,3500,1.0,1,1178,2,5.0,96,1,0,0,1,1,0,0,1,Long Island City,Queens
4333,2550,2.0,1,975,9,4.0,85,0,0,0,0,0,0,0,0,Sunnyside,Queens
9318,4450,2.0,2,1050,3,29.0,20,0,1,0,0,0,1,0,0,Long Island City,Queens
5617,5575,3.0,2,1023,6,14.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
4995,2795,2.0,2,1126,8,3.0,93,0,1,0,1,1,0,0,1,Kew Gardens,Queens
11004,1825,1.0,1,680,13,2.0,52,1,0,0,0,0,0,0,0,Jackson Heights,Queens
7250,2225,2.0,1,750,5,2.0,85,0,0,0,0,0,0,0,0,Astoria,Queens
2006,2950,1.0,1,850,3,1.0,6,0,0,0,0,0,0,0,0,Flushing,Queens
7452,1590,1.0,1,700,7,5.0,51,0,0,0,0,0,0,0,0,Woodside,Queens
7786,2050,2.0,1,900,16,2.0,75,0,0,0,0,0,0,0,0,Astoria,Queens
2980,2800,2.0,1,1100,43,2.0,7,0,0,0,0,0,0,0,0,Astoria,Queens
2177,2600,1.0,1,1031,5,2.0,71,0,0,0,0,0,0,0,0,Rego Park,Queens
10619,2700,2.0,1,800,8,1.0,86,0,0,0,0,0,0,0,0,Astoria,Queens
3213,4085,2.0,2,913,6,19.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
4218,2200,0.0,1,600,3,3.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens
11256,2498,2.0,1,784,27,5.0,12,1,0,0,0,0,0,0,0,Kew Gardens Hills,Queens
248,2650,0.0,1,550,9,25.0,2,1,0,0,0,0,0,0,0,Long Island City,Queens
6222,1450,1.0,1,575,1,7.0,61,0,0,0,0,0,0,0,0,Jamaica Estates,Queens
8003,3325,1.0,1,629,6,16.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
8766,1500,1.0,1,650,3,4.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens
9690,2750,2.0,1,800,8,1.0,86,0,0,0,0,0,0,0,0,Astoria,Queens
10731,2745,1.0,1,700,1,6.0,2,1,0,0,0,0,0,0,0,Forest Hills,Queens
3364,3911,2.0,2,913,6,18.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
8354,2535,1.0,1,615,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
5566,2250,2.0,1,750,5,2.0,92,0,0,0,0,0,0,0,0,Astoria,Queens
2430,1350,0.0,1,450,8,4.0,54,0,0,0,1,0,0,0,0,Elmhurst,Queens
3186,2907,1.0,1,706,3,5.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens
5257,2550,2.0,2,850,7,2.0,86,0,0,0,0,0,0,0,0,Astoria,Queens
4559,1950,1.0,1,715,10,1.0,84,1,1,0,1,1,1,1,1,Kew Gardens,Queens
8928,2800,1.0,1,640,2,11.0,9,0,0,0,0,0,1,0,0,Long Island City,Queens
5985,3400,2.0,2,1400,4,3.0,22,0,0,0,0,0,0,0,0,Astoria,Queens
10961,2400,2.0,1,969,3,2.0,75,1,0,0,0,0,0,0,0,Rego Park,Queens
8776,1400,0.0,1,600,7,3.0,89,0,0,0,0,0,0,0,0,Kew Gardens,Queens
11154,1725,1.0,1,720,2,2.0,14,0,0,0,0,0,0,0,0,Forest Hills,Queens
4382,2800,2.0,2,1000,9,1.0,101,1,0,0,0,0,0,0,0,Astoria,Queens
7149,1700,1.5,1,600,3,2.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens
7282,2275,0.0,1,500,43,5.0,5,0,0,0,1,0,0,0,0,Long Island City,Queens
8520,2600,1.0,1,705,6,2.0,8,0,0,0,0,0,1,0,0,Astoria,Queens
325,2500,2.0,1,680,3,11.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens
3636,2000,1.0,1,650,3,6.0,85,0,0,0,0,0,0,0,0,Astoria,Queens
6571,3800,2.0,0,1047,10,12.0,6,1,0,0,0,0,0,0,0,Astoria,Queens
1952,3160,1.0,1,721,6,20.0,3,0,0,0,0,0,0,0,0,Long Island City,Queens
11166,2650,1.0,1,875,8,16.0,56,1,1,1,0,1,1,0,0,Forest Hills,Queens
112,1750,1.0,1,720,2,2.0,15,0,1,0,1,1,1,0,0,Forest Hills,Queens
2399,2000,1.0,1,900,4,3.0,70,0,0,0,0,0,0,0,0,Rego Park,Queens
10793,1750,1.0,1,685,17,3.0,57,1,0,0,0,0,0,0,0,Flushing,Queens
9038,1750,1.0,1,850,3,4.0,75,0,0,0,0,0,0,0,0,Rego Park,Queens
10628,1995,2.0,1,850,37,5.0,53,1,0,0,0,0,0,0,0,Queens Village,Queens
6697,1550,1.0,1,600,3,2.0,87,0,0,0,0,0,0,0,0,Sunnyside,Queens
5278,3300,2.0,1,858,10,6.0,6,1,0,0,0,0,0,0,0,Astoria,Queens
10889,2200,2.0,2,1200,1,2.0,76,0,0,0,0,0,0,0,0,Rego Park,Queens
5648,2535,1.0,1,575,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
10612,2300,0.0,1,484,5,6.0,10,0,1,0,0,0,1,0,0,Long Island City,Queens
9419,3139,1.0,1,706,3,18.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens
5894,1950,1.0,1,480,10,2.0,1,1,0,0,0,0,0,0,0,Ridgewood,Queens
6948,1925,0.0,1,460,2,1.0,9,0,0,0,0,0,1,1,0,Astoria,Queens
8183,1650,1.0,1,750,4,1.0,20,0,0,0,0,0,0,0,0,Kew Gardens,Queens
4246,2350,2.0,2,850,10,2.0,9,1,0,0,0,0,0,0,0,Ridgewood,Queens
5865,2600,2.0,1,1000,3,6.0,13,1,0,0,0,0,0,0,0,Forest Hills,Queens
10343,1800,1.0,1,800,12,3.0,65,0,0,0,0,0,0,0,0,Jackson Heights,Queens
2011,1475,0.0,1,448,12,3.0,60,1,1,0,1,1,1,0,1,Forest Hills,Queens
5895,3300,1.0,1,762,10,7.0,8,1,1,0,1,1,0,0,1,Long Island City,Queens
9876,2200,1.0,1,665,27,4.0,12,1,0,0,0,0,0,0,0,Kew Gardens Hills,Queens
8260,1475,0.0,0,380,1,3.0,86,0,0,0,0,0,0,0,0,Sunnyside,Queens
8164,3495,1.0,1,985,9,7.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
3204,3000,1.0,1,629,6,19.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
6380,2200,1.0,1,487,3,4.0,6,1,0,0,0,0,0,0,0,Long Island City,Queens
3853,3200,1.0,1,875,3,10.0,20,0,0,0,0,0,0,0,0,Long Island City,Queens
8684,1850,1.0,1,550,2,2.0,98,0,0,0,0,0,0,0,0,Astoria,Queens
1968,2800,1.0,1,591,9,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
1965,2650,1.0,1,648,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
7413,2350,2.0,2,1250,8,5.0,54,0,0,0,0,0,0,0,0,Rego Park,Queens
9390,1650,1.0,1,809,18,1.0,53,1,0,0,1,0,0,0,0,Flushing,Queens
4755,1600,0.0,1,650,12,1.0,60,1,0,1,0,0,0,0,0,Kew Gardens,Queens
4096,1650,1.0,1,820,2,3.0,87,0,0,0,0,0,0,0,0,Sunnyside,Queens
2646,1500,1.0,1,621,6,4.0,13,0,0,0,0,0,0,0,0,Briarwood,Queens
8454,3950,2.0,2,1100,6,6.0,2,0,0,0,0,0,0,0,0,Long Island City,Queens
5605,1625,0.0,1,550,2,4.0,74,0,0,0,0,0,0,0,0,Sunnyside,Queens
9382,1800,0.0,1,588,5,8.0,56,1,0,0,0,0,0,0,0,Rego Park,Queens
839,2175,2.0,2,1000,2,4.0,14,0,0,0,0,0,0,0,0,Forest Hills,Queens
629,3350,1.0,1,600,4,7.0,86,1,0,0,0,0,0,0,0,Long Island City,Queens
4158,2950,3.0,2,1413,2,4.0,68,0,0,0,0,0,0,0,0,Rego Park,Queens
3009,2499,3.0,1,800,10,1.0,88,0,0,0,0,0,0,0,0,Astoria,Queens
3903,1800,1.0,1,850,1,2.0,57,0,0,0,0,0,0,0,0,Forest Hills,Queens
5754,3125,1.0,1,691,6,3.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
5767,5350,3.0,2,1023,6,21.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
8312,2550,3.0,1,900,11,2.0,88,0,0,0,0,0,0,0,0,Jackson Heights,Queens
8360,1350,1.0,1,400,18,4.0,85,1,0,0,0,0,0,0,0,Queens Village,Queens
8461,2450,2.0,1,1111,3,5.0,62,0,0,0,0,0,0,0,0,Forest Hills,Queens
2922,4500,2.0,2,1285,3,3.0,9,1,1,0,0,0,1,1,0,Long Island City,Queens
8993,1450,1.0,1,550,20,4.0,85,0,0,0,0,0,0,0,0,Flushing,Queens
5761,3911,2.0,2,913,6,18.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
10246,1900,1.0,1,700,5,1.0,85,0,0,0,0,0,0,0,0,Astoria,Queens
4724,1350,0.0,1,350,10,3.0,66,0,0,0,0,0,0,0,0,Jackson Heights,Queens
8313,2850,3.0,1,900,11,2.0,52,0,0,0,0,0,0,0,0,Astoria,Queens
10579,2600,1.0,1,812,6,1.0,61,0,0,0,0,0,0,0,0,Flushing,Queens
9281,1550,0.0,1,449,3,3.0,66,1,0,0,0,0,0,0,0,Rego Park,Queens
7017,2750,1.0,1,570,9,6.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
7226,2200,0.0,1,500,3,7.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens
5380,3300,4.0,1,1100,1,3.0,51,0,0,0,0,0,0,0,0,Elmhurst,Queens
296,3300,3.0,1,1000,2,4.0,3,0,0,0,0,0,0,0,0,Astoria,Queens
6200,2200,2.0,2,800,2,1.0,86,0,0,0,0,0,0,0,0,Ridgewood,Queens
828,2725,0.0,1,537,6,3.0,85,1,0,0,0,0,0,0,0,Long Island City,Queens
1911,2900,1.0,1,786,1,5.0,10,0,0,0,0,0,0,0,0,Long Island City,Queens
7538,2550,2.0,1,700,9,2.0,15,0,0,0,0,0,0,0,0,Astoria,Queens
1175,2700,1.0,1,699,14,7.0,9,1,1,0,0,0,0,0,0,Astoria,Queens
5423,2200,1.0,1,1000,1,6.0,79,0,0,0,0,0,0,0,0,Forest Hills,Queens
1773,2100,2.0,1,850,4,2.0,86,1,0,0,0,0,0,0,0,Ridgewood,Queens
7763,1925,1.0,1,660,10,1.0,55,1,1,1,1,1,1,0,1,Sunnyside,Queens
5705,3975,2.0,2,913,6,20.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
5851,2195,1.0,1,700,5,3.0,51,0,0,0,0,0,0,0,0,Astoria,Queens
6574,3200,2.0,1,858,10,3.0,6,1,0,0,0,0,0,0,0,Astoria,Queens
5501,2250,2.0,1,780,5,4.0,92,0,0,0,0,0,0,0,0,Astoria,Queens
6979,3400,1.0,1,890,2,5.0,8,0,0,1,1,1,1,0,1,Long Island City,Queens
8956,3200,1.0,1,718,3,22.0,2,1,0,0,0,0,0,0,0,Long Island City,Queens
3476,2600,2.0,2,1200,7,2.0,58,1,0,0,0,0,0,0,0,Flushing,Queens
3183,2700,2.0,1,720,3,3.0,6,1,0,0,0,0,0,0,0,Long Island City,Queens
10228,3150,1.0,1,761,2,7.0,4,1,1,0,0,1,0,0,0,Long Island City,Queens
3201,2325,0.0,1,418,6,20.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
8126,1999,3.0,1,1000,11,2.0,86,0,0,0,0,0,0,0,0,Glendale,Queens
1957,2900,1.0,1,936,9,1.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
6731,1750,1.0,1,921,2,3.0,68,0,0,0,0,0,0,0,0,Rego Park,Queens
4754,3117,1.0,1,702,3,7.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens
7449,1695,0.0,1,430,17,2.0,27,0,0,0,0,0,0,0,0,Astoria,Queens
3153,1799,2.0,1,800,14,2.0,20,0,0,0,0,0,0,0,0,Astoria,Queens
6629,1725,1.0,1,650,4,5.0,50,1,0,0,0,0,0,0,0,Briarwood,Queens
2606,3475,2.0,2,964,6,25.0,1,1,0,0,0,0,0,0,0,Rego Park,Queens
10109,1500,1.0,1,450,7,2.0,76,1,0,0,0,0,0,0,0,Ridgewood,Queens
7970,1900,1.0,1,875,4,4.0,55,0,1,1,0,1,1,1,1,Forest Hills,Queens
5284,2200,1.0,1,500,3,8.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens
5376,1450,1.0,1,525,20,3.0,85,0,0,0,0,0,0,0,0,Flushing,Queens
10025,2895,3.0,1,1100,3,2.0,51,0,0,0,0,0,0,0,0,Astoria,Queens
10719,3350,1.0,1,863,3,9.0,20,0,0,0,0,0,0,0,0,Long Island City,Queens
6499,2625,1.0,1,625,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
5756,3225,1.0,1,710,6,8.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
2132,2400,1.0,1,675,17,14.0,27,0,1,0,1,1,0,0,1,Astoria,Queens
2608,2380,0.0,1,516,6,26.0,1,1,0,0,0,0,0,0,0,Rego Park,Queens
6955,1605,0.0,1,486,6,12.0,57,1,0,0,0,0,0,0,0,Rego Park,Queens
2647,2200,1.0,1,550,16,3.0,9,0,0,0,1,0,0,0,0,Astoria,Queens
10795,1585,0.0,1,660,5,1.0,31,0,0,0,0,0,0,0,0,Rego Park,Queens
8282,3750,3.0,2,1000,5,3.0,7,0,0,1,0,0,1,0,0,Astoria,Queens
7830,1750,1.0,1,714,6,3.0,13,0,0,0,0,0,0,0,0,Briarwood,Queens
3633,2000,1.0,1,618,2,3.0,96,0,0,0,0,0,0,0,0,Elmhurst,Queens
10840,3000,3.0,1,900,8,2.0,85,0,0,0,0,0,0,0,0,Astoria,Queens
5529,2950,1.0,1,718,9,4.0,2,1,0,0,0,0,0,0,0,Long Island City,Queens
2498,1750,1.0,1,700,7,4.0,89,0,0,0,0,0,0,0,0,Astoria,Queens
72,3250,1.0,1,652,1,4.0,0,1,0,0,0,0,0,0,0,Astoria,Queens
10068,1900,1.0,1,700,4,1.0,81,0,0,0,0,0,0,0,0,Astoria,Queens
6634,2600,2.0,1,1200,6,6.0,89,0,0,0,0,0,0,0,0,Astoria,Queens
6834,2200,0.0,1,500,3,6.0,88,0,0,0,0,0,0,0,0,Long Island City,Queens
8166,2800,1.0,1,854,6,4.0,16,1,0,0,0,0,0,1,0,Astoria,Queens
5457,3600,2.0,1,2000,9,6.0,9,0,0,0,0,1,1,0,0,Astoria,Queens
4314,1975,1.0,1,788,2,2.0,65,1,0,0,0,0,0,0,0,Rego Park,Queens
7351,2250,2.0,1,1000,14,5.0,60,1,0,0,0,0,0,0,0,Flushing,Queens
9427,2295,1.0,1,758,3,3.0,7,0,0,0,0,0,0,0,0,Astoria,Queens
9634,1725,1.0,1,600,13,2.0,86,0,0,0,0,0,0,0,0,Astoria,Queens
5578,3000,1.0,1,608,1,11.0,8,0,0,0,0,0,0,0,0,Long Island City,Queens
6401,1850,1.0,1,700,2,4.0,11,0,0,0,0,0,0,0,0,Astoria,Queens
9878,2575,1.0,1,750,6,2.0,89,0,0,0,0,0,0,0,0,Astoria,Queens
708,8000,3.0,3,1800,2,1.0,16,0,0,0,0,0,0,0,0,Flushing,Queens
4558,2175,2.0,2,1000,2,4.0,14,0,0,0,0,0,0,0,0,Forest Hills,Queens
7787,2950,2.0,1,1200,8,5.0,69,1,0,0,0,0,0,0,0,Jackson Heights,Queens
5378,2485,1.0,1,620,9,5.0,3,1,0,0,0,0,0,0,0,Astoria,Queens
6795,1575,0.0,1,495,6,5.0,56,1,1,1,1,1,1,0,1,Kew Gardens,Queens
3164,2100,1.0,1,900,5,2.0,77,0,0,0,0,0,0,0,0,Astoria,Queens
5758,3175,1.0,1,627,6,13.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
8578,2050,1.0,1,750,4,5.0,88,0,0,0,0,0,0,0,0,Sunnyside,Queens
5479,1725,1.0,1,550,2,3.0,7,1,0,0,0,0,0,0,0,Sunnyside,Queens
1956,2095,2.0,1,1000,3,6.0,77,0,0,1,0,0,0,0,0,Forest Hills,Queens
10868,2300,1.0,1,800,3,2.0,85,0,0,0,0,0,0,0,0,Long Island City,Queens
3765,3193,1.0,1,702,3,21.0,16,1,0,0,0,0,0,0,0,Long Island City,Queens
1628,3575,2.0,2,933,43,9.0,8,0,0,0,0,0,0,0,0,Long Island City,Queens
7379,2900,3.0,2,1200,16,3.0,11,0,0,0,0,0,0,0,0,Astoria,Queens
1890,1625,0.0,1,500,4,3.0,70,0,0,0,0,0,0,0,0,Rego Park,Queens
2533,2795,4.0,2,1000,11,2.0,96,0,0,0,0,0,0,0,0,South Richmond Hill,Queens
6796,1825,1.0,1,773,13,5.0,60,1,0,0,0,0,1,0,0,Forest Hills,Queens
5132,1700,1.0,1,650,2,2.0,94,0,0,0,0,0,0,0,0,Astoria,Queens
10310,2450,2.0,2,1183,6,4.0,56,1,1,0,1,1,1,0,1,Kew Gardens,Queens
6316,1750,1.0,1,720,16,4.0,53,0,0,0,0,0,0,0,0,Forest Hills,Queens
5860,2650,2.0,1,1000,1,1.0,85,0,0,0,0,0,0,0,0,Sunnyside,Queens
8913,2000,2.0,1,1000,10,1.0,85,1,0,0,0,0,0,0,0,Ridgewood,Queens
3252,3000,1.0,1,629,6,20.0,0,1,0,0,0,0,0,0,0,Long Island City,Queens
7972,1750,1.0,1,830,3,2.0,80,0,0,0,0,0,0,0,0,Kew Gardens,Queens
9333,2575,1.0,1,610,1,3.0,0,1,0,0,0,0,0,0,0,Astoria,Queens
9642,2200,2.0,1,1000,4,3.0,88,0,0,0,0,0,0,0,0,Astoria,Queens
9879,3450,1.0,1,629,6,3.0,85,1,0,0,0,0,0,0,0,Long Island City,Queens
