1. What are you looking for?,0513db21-736b-4cd5-95ee-89122b335bf5,Women's Styles
4. Which colors do you like?,0513db21-736b-4cd5-95ee-89122b335bf5,Tortoise
3. How old are you?,0513db21-736b-4cd5-95ee-89122b335bf5,Rectangular
2. What's your fit?,0537ba4f-734a-4963-9dca-0d78641eeb2e,Narrow
1. What are you looking for?,0537ba4f-734a-4963-9dca-0d78641eeb2e,Women's Styles
3. How old are you?,05e8b5f9-88b2-4e44-aa37-db151bf7a17c,Round
2. What's your fit?,05e8b5f9-88b2-4e44-aa37-db151bf7a17c,Wide
4. Which colors do you like?,05e8b5f9-88b2-4e44-aa37-db151bf7a17c,Black
1. What are you looking for?,05e8b5f9-88b2-4e44-aa37-db151bf7a17c,Women's Styles
2. What's your fit?,060b1765-b4d9-4b3b-81c4-8f8a2d6ad1ce,Wide
3. How old are you?,060b1765-b4d9-4b3b-81c4-8f8a2d6ad1ce,No Preference
1. What are you looking for?,060b1765-b4d9-4b3b-81c4-8f8a2d6ad1ce,Men's Styles
2. What's your fit?,06607f19-a136-4eab-81bc-77516f421a3c,Medium
4. Which colors do you like?,06607f19-a136-4eab-81bc-77516f421a3c,Tortoise
3. How old are you?,06607f19-a136-4eab-81bc-77516f421a3c,Round
1. What are you looking for?,06607f19-a136-4eab-81bc-77516f421a3c,Women's Styles
5. When was your last eye exam?,06811423-58ca-4896-97ea-a0ff402f3ad9,1-3 Years
2. What's your fit?,06811423-58ca-4896-97ea-a0ff402f3ad9,Narrow
4. Which colors do you like?,06811423-58ca-4896-97ea-a0ff402f3ad9,Tortoise
1. What are you looking for?,06811423-58ca-4896-97ea-a0ff402f3ad9,Men's Styles
3. How old are you?,06811423-58ca-4896-97ea-a0ff402f3ad9,Rectangular
4. Which colors do you like?,06ac2591-eedf-43ac-a905-222b41da2931,Black
3. How old are you?,06ac2591-eedf-43ac-a905-222b41da2931,Rectangular
2. What's your fit?,06ac2591-eedf-43ac-a905-222b41da2931,Narrow
1. What are you looking for?,06ac2591-eedf-43ac-a905-222b41da2931,Women's Styles
5. When was your last eye exam?,06ac2591-eedf-43ac-a905-222b41da2931,<1 Year
1. What are you looking for?,06bc5d58-6aac-448d-aa89-9db896d31c69,Men's Styles
5. When was your last eye exam?,06bc5d58-6aac-448d-aa89-9db896d31c69,<1 Year
4. Which colors do you like?,06bc5d58-6aac-448d-aa89-9db896d31c69,Tortoise
2. What's your fit?,06bc5d58-6aac-448d-aa89-9db896d31c69,Narrow
3. How old are you?,06bc5d58-6aac-448d-aa89-9db896d31c69,Square
3. How old are you?,07994353-c221-4570-90c2-8ddfbce28e7d,Round
4. Which colors do you like?,07994353-c221-4570-90c2-8ddfbce28e7d,Black
2. What's your fit?,07994353-c221-4570-90c2-8ddfbce28e7d,Narrow
1. What are you looking for?,07994353-c221-4570-90c2-8ddfbce28e7d,Men's Styles
4. Which colors do you like?,07bbb1b2-e273-45c0-97d2-501b4951dfd3,Black
3. How old are you?,07bbb1b2-e273-45c0-97d2-501b4951dfd3,Rectangular
1. What are you looking for?,07bbb1b2-e273-45c0-97d2-501b4951dfd3,Men's Styles
2. What's your fit?,07bbb1b2-e273-45c0-97d2-501b4951dfd3,Wide
5. When was your last eye exam?,07bbb1b2-e273-45c0-97d2-501b4951dfd3,3+ Years
1. What are you looking for?,080a96a1-0c92-4389-a0f9-90417eee3290,Women's Styles
3. How old are you?,080a96a1-0c92-4389-a0f9-90417eee3290,Square
4. Which colors do you like?,080a96a1-0c92-4389-a0f9-90417eee3290,Black
2. What's your fit?,080a96a1-0c92-4389-a0f9-90417eee3290,Wide
5. When was your last eye exam?,080a96a1-0c92-4389-a0f9-90417eee3290,1-3 Years
4. Which colors do you like?,08f1afb5-5de8-42be-85b1-8394179ecc39,Black
3. How old are you?,08f1afb5-5de8-42be-85b1-8394179ecc39,No Preference
1. What are you looking for?,08f1afb5-5de8-42be-85b1-8394179ecc39,Men's Styles
2. What's your fit?,08f1afb5-5de8-42be-85b1-8394179ecc39,Narrow
3. How old are you?,0954954d-7beb-4162-980f-b35ad840a293,Rectangular
4. Which colors do you like?,0954954d-7beb-4162-980f-b35ad840a293,Tortoise
2. What's your fit?,0954954d-7beb-4162-980f-b35ad840a293,Medium
1. What are you looking for?,0954954d-7beb-4162-980f-b35ad840a293,I'm not sure. Let's skip it.
5. When was your last eye exam?,0954954d-7beb-4162-980f-b35ad840a293,<1 Year
2. What's your fit?,0973ea3d-ad97-4ab4-ae30-9ff30dca4852,Narrow
1. What are you looking for?,0973ea3d-ad97-4ab4-ae30-9ff30dca4852,I'm not sure. Let's skip it.
3. How old are you?,0973ea3d-ad97-4ab4-ae30-9ff30dca4852,Round
4. Which colors do you like?,0973ea3d-ad97-4ab4-ae30-9ff30dca4852,Black
1. What are you looking for?,0a65b1eb-2d17-4f0e-a7bc-431fd5fc4394,Men's Styles
3. How old are you?,0a65b1eb-2d17-4f0e-a7bc-431fd5fc4394,Square
4. Which colors do you like?,0a65b1eb-2d17-4f0e-a7bc-431fd5fc4394,Black
2. What's your fit?,0a65b1eb-2d17-4f0e-a7bc-431fd5fc4394,Wide
3. How old are you?,0b026407-e3cc-483d-b078-6f733f413c06,Round
1. What are you looking for?,0b026407-e3cc-483d-b078-6f733f413c06,Women's Styles
5. When was your last eye exam?,0b026407-e3cc-483d-b078-6f733f413c06,1-3 Years
2. What's your fit?,0b026407-e3cc-483d-b078-6f733f413c06,Medium
4. Which colors do you like?,0b026407-e3cc-483d-b078-6f733f413c06,Tortoise
1. What are you looking for?,0be721fa-aeca-48b9-9fb6-56cd673f7f30,Men's Styles
2. What's your fit?,0be721fa-aeca-48b9-9fb6-56cd673f7f30,Narrow
1. What are you looking for?,0ca160fe-4bd1-437e-a8fc-2b91f1662a08,Men's Styles
2. What's your fit?,0ca160fe-4bd1-437e-a8fc-2b91f1662a08,I'm not sure. Let's skip it.
3. How old are you?,0ca160fe-4bd1-437e-a8fc-2b91f1662a08,Square
2. What's your fit?,0d3425d0-d72f-4d51-a58b-d13eea6d9bf4,Narrow
1. What are you looking for?,0d3425d0-d72f-4d51-a58b-d13eea6d9bf4,Women's Styles
1. What are you looking for?,0dabbc0b-1bd5-46dd-9a2e-65eb736bbcaf,Men's Styles
2. What's your fit?,0dabbc0b-1bd5-46dd-9a2e-65eb736bbcaf,Narrow
5. When was your last eye exam?,0dabbc0b-1bd5-46dd-9a2e-65eb736bbcaf,3+ Years
4. Which colors do you like?,0dabbc0b-1bd5-46dd-9a2e-65eb736bbcaf,Tortoise
3. How old are you?,0dabbc0b-1bd5-46dd-9a2e-65eb736bbcaf,Square
5. When was your last eye exam?,0db455ab-e5ea-48fe-8eb3-6bc4af7dc407,<1 Year
3. How old are you?,0db455ab-e5ea-48fe-8eb3-6bc4af7dc407,Rectangular
1. What are you looking for?,0db455ab-e5ea-48fe-8eb3-6bc4af7dc407,Women's Styles
4. Which colors do you like?,0db455ab-e5ea-48fe-8eb3-6bc4af7dc407,Crystal
2. What's your fit?,0db455ab-e5ea-48fe-8eb3-6bc4af7dc407,Narrow
1. What are you looking for?,0ee1c396-69e7-49b5-a0b7-2a5e61255a1d,Men's Styles
3. How old are you?,0ee1c396-69e7-49b5-a0b7-2a5e61255a1d,Rectangular
5. When was your last eye exam?,0ee1c396-69e7-49b5-a0b7-2a5e61255a1d,<1 Year
2. What's your fit?,0ee1c396-69e7-49b5-a0b7-2a5e61255a1d,Narrow
4. Which colors do you like?,0ee1c396-69e7-49b5-a0b7-2a5e61255a1d,Black
2. What's your fit?,0f1c8828-bf9d-401b-91fd-85cfd4af1855,Medium
5. When was your last eye exam?,0f1c8828-bf9d-401b-91fd-85cfd4af1855,1-3 Years
4. Which colors do you like?,0f1c8828-bf9d-401b-91fd-85cfd4af1855,Tortoise
1. What are you looking for?,0f1c8828-bf9d-401b-91fd-85cfd4af1855,Women's Styles
3. How old are you?,0f1c8828-bf9d-401b-91fd-85cfd4af1855,Rectangular
3. How old are you?,0f888c7c-e9c8-4010-9535-bbcf6f8cd3fc,Square
1. What are you looking for?,0f888c7c-e9c8-4010-9535-bbcf6f8cd3fc,Men's Styles
5. When was your last eye exam?,0f888c7c-e9c8-4010-9535-bbcf6f8cd3fc,3+ Years
4. Which colors do you like?,0f888c7c-e9c8-4010-9535-bbcf6f8cd3fc,Tortoise
2. What's your fit?,0f888c7c-e9c8-4010-9535-bbcf6f8cd3fc,Wide
2. What's your fit?,10593a1e-5952-46ce-a0c3-9569f641f607,Medium
4. Which colors do you like?,10593a1e-5952-46ce-a0c3-9569f641f607,Black
3. How old are you?,10593a1e-5952-46ce-a0c3-9569f641f607,Rectangular
1. What are you looking for?,10593a1e-5952-46ce-a0c3-9569f641f607,Men's Styles
3. How old are you?,106fbe90-58c4-41d8-ac76-7fc1067ff81c,No Preference
2. What's your fit?,106fbe90-58c4-41d8-ac76-7fc1067ff81c,Medium
4. Which colors do you like?,106fbe90-58c4-41d8-ac76-7fc1067ff81c,Black
1. What are you looking for?,106fbe90-58c4-41d8-ac76-7fc1067ff81c,Women's Styles
2. What's your fit?,10795f86-b2f9-4365-b95c-d0e4e6f42416,I'm not sure. Let's skip it.
1. What are you looking for?,10795f86-b2f9-4365-b95c-d0e4e6f42416,Women's Styles
5. When was your last eye exam?,108dee7d-2e90-4b72-a4b7-8805c0002f37,1-3 Years
2. What's your fit?,108dee7d-2e90-4b72-a4b7-8805c0002f37,Wide
1. What are you looking for?,108dee7d-2e90-4b72-a4b7-8805c0002f37,Men's Styles
3. How old are you?,108dee7d-2e90-4b72-a4b7-8805c0002f37,Rectangular
4. Which colors do you like?,108dee7d-2e90-4b72-a4b7-8805c0002f37,Black
5. When was your last eye exam?,10b52f33-97f0-441f-8ea3-0650408351b2,<1 Year
2. What's your fit?,10b52f33-97f0-441f-8ea3-0650408351b2,Wide
1. What are you looking for?,10b52f33-97f0-441f-8ea3-0650408351b2,Men's Styles
3. How old are you?,10b52f33-97f0-441f-8ea3-0650408351b2,Square
4. Which colors do you like?,10b52f33-97f0-441f-8ea3-0650408351b2,Tortoise
1. What are you looking for?,115cf37c-2fb7-41d4-9f26-93c54bde4ef0,Men's Styles
2. What's your fit?,11ed5ccd-edea-4e88-987e-1f0e89ca5f2c,Medium
1. What are you looking for?,11ed5ccd-edea-4e88-987e-1f0e89ca5f2c,I'm not sure. Let's skip it.
2. What's your fit?,12190307-e602-47b8-b507-0626c4a693b4,Wide
1. What are you looking for?,12190307-e602-47b8-b507-0626c4a693b4,Women's Styles
3. How old are you?,12190307-e602-47b8-b507-0626c4a693b4,Square
4. Which colors do you like?,12190307-e602-47b8-b507-0626c4a693b4,Black
5. When was your last eye exam?,12190307-e602-47b8-b507-0626c4a693b4,<1 Year
4. Which colors do you like?,13bd4afb-d726-45c4-aa80-1d6b260bd345,Tortoise
2. What's your fit?,13bd4afb-d726-45c4-aa80-1d6b260bd345,Narrow
1. What are you looking for?,13bd4afb-d726-45c4-aa80-1d6b260bd345,Women's Styles
3. How old are you?,13bd4afb-d726-45c4-aa80-1d6b260bd345,Square
1. What are you looking for?,13e7d564-4de3-4477-b23c-dfc0afa2127d,I'm not sure. Let's skip it.
4. Which colors do you like?,13f98752-9784-4a99-a259-b31facc58d17,Black
3. How old are you?,13f98752-9784-4a99-a259-b31facc58d17,Round
5. When was your last eye exam?,13f98752-9784-4a99-a259-b31facc58d17,1-3 Years
2. What's your fit?,13f98752-9784-4a99-a259-b31facc58d17,Medium
1. What are you looking for?,13f98752-9784-4a99-a259-b31facc58d17,Men's Styles
2. What's your fit?,140d5dfd-0a56-44ed-866f-260ba9656a82,Medium
1. What are you looking for?,140d5dfd-0a56-44ed-866f-260ba9656a82,Men's Styles
3. How old are you?,140d5dfd-0a56-44ed-866f-260ba9656a82,Round
4. Which colors do you like?,140d5dfd-0a56-44ed-866f-260ba9656a82,Crystal
1. What are you looking for?,14535320-798f-456c-acae-1cf452fad77b,Men's Styles
2. What's your fit?,14535320-798f-456c-acae-1cf452fad77b,Medium
1. What are you looking for?,15a477b8-450b-4e7f-b6a3-69a174f1033e,Men's Styles
5. When was your last eye exam?,15a477b8-450b-4e7f-b6a3-69a174f1033e,<1 Year
4. Which colors do you like?,15a477b8-450b-4e7f-b6a3-69a174f1033e,Black
2. What's your fit?,15a477b8-450b-4e7f-b6a3-69a174f1033e,Narrow
3. How old are you?,15a477b8-450b-4e7f-b6a3-69a174f1033e,Rectangular
1. What are you looking for?,15d7ec2d-7f2d-45c7-bad0-d8da19e7f4b9,Women's Styles
4. Which colors do you like?,1606dc2b-0fbc-47d7-bd44-73ce540523f6,Neutral
1. What are you looking for?,1606dc2b-0fbc-47d7-bd44-73ce540523f6,Women's Styles
3. How old are you?,1606dc2b-0fbc-47d7-bd44-73ce540523f6,Round
2. What's your fit?,1606dc2b-0fbc-47d7-bd44-73ce540523f6,Wide
5. When was your last eye exam?,1606dc2b-0fbc-47d7-bd44-73ce540523f6,3+ Years
4. Which colors do you like?,175586cc-44d3-4531-b4dc-5c13c28f0dff,Neutral
2. What's your fit?,175586cc-44d3-4531-b4dc-5c13c28f0dff,Wide
1. What are you looking for?,175586cc-44d3-4531-b4dc-5c13c28f0dff,Women's Styles
5. When was your last eye exam?,175586cc-44d3-4531-b4dc-5c13c28f0dff,<1 Year
3. How old are you?,175586cc-44d3-4531-b4dc-5c13c28f0dff,Round
3. How old are you?,17b952b8-7a30-4663-be9b-bfb6b0b5f5b1,Rectangular
2. What's your fit?,17b952b8-7a30-4663-be9b-bfb6b0b5f5b1,Narrow
5. When was your last eye exam?,17b952b8-7a30-4663-be9b-bfb6b0b5f5b1,3+ Years
4. Which colors do you like?,17b952b8-7a30-4663-be9b-bfb6b0b5f5b1,Black
1. What are you looking for?,17b952b8-7a30-4663-be9b-bfb6b0b5f5b1,Men's Styles
4. Which colors do you like?,18ff6fc6-0473-4804-bed2-aafe104014b6,Neutral
3. How old are you?,18ff6fc6-0473-4804-bed2-aafe104014b6,Round
1. What are you looking for?,18ff6fc6-0473-4804-bed2-aafe104014b6,Men's Styles
5. When was your last eye exam?,18ff6fc6-0473-4804-bed2-aafe104014b6,Not Sure. Let's Skip It
2. What's your fit?,18ff6fc6-0473-4804-bed2-aafe104014b6,Narrow
1. What are you looking for?,190e76d0-6c58-42c1-aeab-81543080146a,Men's Styles
2. What's your fit?,190e76d0-6c58-42c1-aeab-81543080146a,I'm not sure. Let's skip it.
2. What's your fit?,1a0976b8-b461-406b-b790-93efb0210ecd,Wide
1. What are you looking for?,1a0976b8-b461-406b-b790-93efb0210ecd,Men's Styles
5. When was your last eye exam?,1b273bd2-5ab2-4751-817b-abf1cf48e184,<1 Year
1. What are you looking for?,1b273bd2-5ab2-4751-817b-abf1cf48e184,Men's Styles
2. What's your fit?,1b273bd2-5ab2-4751-817b-abf1cf48e184,Medium
4. Which colors do you like?,1b273bd2-5ab2-4751-817b-abf1cf48e184,Black
3. How old are you?,1b273bd2-5ab2-4751-817b-abf1cf48e184,Square
1. What are you looking for?,1bbda02a-b3cb-4c3c-b601-9dc2c163a51a,Men's Styles
2. What's your fit?,1bbda02a-b3cb-4c3c-b601-9dc2c163a51a,Medium
1. What are you looking for?,1c16c6f9-1f93-4467-98e6-4437873a8ca2,Women's Styles
2. What's your fit?,1c16c6f9-1f93-4467-98e6-4437873a8ca2,Narrow
3. How old are you?,1e398345-8f8d-4834-b69d-b0d674a66a27,Round
5. When was your last eye exam?,1e398345-8f8d-4834-b69d-b0d674a66a27,Not Sure. Let's Skip It
2. What's your fit?,1e398345-8f8d-4834-b69d-b0d674a66a27,Medium
1. What are you looking for?,1e398345-8f8d-4834-b69d-b0d674a66a27,Men's Styles
4. Which colors do you like?,1e398345-8f8d-4834-b69d-b0d674a66a27,Neutral
4. Which colors do you like?,1f335e5a-54f4-4c93-97e6-ee1cfdf28730,Crystal
1. What are you looking for?,1f335e5a-54f4-4c93-97e6-ee1cfdf28730,Women's Styles
3. How old are you?,1f335e5a-54f4-4c93-97e6-ee1cfdf28730,Square
2. What's your fit?,1f335e5a-54f4-4c93-97e6-ee1cfdf28730,Wide
3. How old are you?,1f33a5aa-b962-4fe5-9449-0717d877a13b,Rectangular
5. When was your last eye exam?,1f33a5aa-b962-4fe5-9449-0717d877a13b,<1 Year
2. What's your fit?,1f33a5aa-b962-4fe5-9449-0717d877a13b,Medium
1. What are you looking for?,1f33a5aa-b962-4fe5-9449-0717d877a13b,Women's Styles
4. Which colors do you like?,1f33a5aa-b962-4fe5-9449-0717d877a13b,Tortoise
5. When was your last eye exam?,1f7c5a85-f4af-4824-b331-3b15bbdaad33,<1 Year
2. What's your fit?,1f7c5a85-f4af-4824-b331-3b15bbdaad33,Narrow
4. Which colors do you like?,1f7c5a85-f4af-4824-b331-3b15bbdaad33,Neutral
3. How old are you?,1f7c5a85-f4af-4824-b331-3b15bbdaad33,Square
1. What are you looking for?,1f7c5a85-f4af-4824-b331-3b15bbdaad33,I'm not sure. Let's skip it.
1. What are you looking for?,1ff7f9af-ded5-4167-80ef-e342b648b8e0,Women's Styles
2. What's your fit?,1ff7f9af-ded5-4167-80ef-e342b648b8e0,Narrow
5. When was your last eye exam?,1ffb08ce-ead7-42da-b7af-875f78b30d56,<1 Year
2. What's your fit?,1ffb08ce-ead7-42da-b7af-875f78b30d56,Medium
1. What are you looking for?,1ffb08ce-ead7-42da-b7af-875f78b30d56,Men's Styles
3. How old are you?,1ffb08ce-ead7-42da-b7af-875f78b30d56,Square
4. Which colors do you like?,1ffb08ce-ead7-42da-b7af-875f78b30d56,Black
1. What are you looking for?,201edc04-1763-46d6-b5c4-d2bec19ccaad,Women's Styles
2. What's your fit?,201edc04-1763-46d6-b5c4-d2bec19ccaad,Narrow
5. When was your last eye exam?,201edc04-1763-46d6-b5c4-d2bec19ccaad,<1 Year
3. How old are you?,201edc04-1763-46d6-b5c4-d2bec19ccaad,Round
4. Which colors do you like?,201edc04-1763-46d6-b5c4-d2bec19ccaad,Crystal
3. How old are you?,20581762-e74d-446f-8182-dedb45c73cbd,Round
2. What's your fit?,20581762-e74d-446f-8182-dedb45c73cbd,Medium
4. Which colors do you like?,20581762-e74d-446f-8182-dedb45c73cbd,Tortoise
1. What are you looking for?,20581762-e74d-446f-8182-dedb45c73cbd,Men's Styles
1. What are you looking for?,20ccf68d-109f-4edf-b1a8-a376eb0455bf,Women's Styles
3. How old are you?,20ccf68d-109f-4edf-b1a8-a376eb0455bf,Round
5. When was your last eye exam?,20ccf68d-109f-4edf-b1a8-a376eb0455bf,<1 Year
4. Which colors do you like?,20ccf68d-109f-4edf-b1a8-a376eb0455bf,Tortoise
2. What's your fit?,20ccf68d-109f-4edf-b1a8-a376eb0455bf,Medium
1. What are you looking for?,20de2a75-59d4-4a78-a03d-b85297dcd140,Men's Styles
2. What's your fit?,20de2a75-59d4-4a78-a03d-b85297dcd140,I'm not sure. Let's skip it.
3. How old are you?,20e8710c-487a-4ab6-bf0d-98eaac505a0f,Square
1. What are you looking for?,20e8710c-487a-4ab6-bf0d-98eaac505a0f,Women's Styles
5. When was your last eye exam?,20e8710c-487a-4ab6-bf0d-98eaac505a0f,<1 Year
4. Which colors do you like?,20e8710c-487a-4ab6-bf0d-98eaac505a0f,Crystal
2. What's your fit?,20e8710c-487a-4ab6-bf0d-98eaac505a0f,Narrow
2. What's your fit?,2165581c-7fc4-41d0-aabe-056ea76a7787,Medium
3. How old are you?,2165581c-7fc4-41d0-aabe-056ea76a7787,Square
5. When was your last eye exam?,2165581c-7fc4-41d0-aabe-056ea76a7787,Not Sure. Let's Skip It
4. Which colors do you like?,2165581c-7fc4-41d0-aabe-056ea76a7787,Black
1. What are you looking for?,2165581c-7fc4-41d0-aabe-056ea76a7787,Women's Styles
1. What are you looking for?,2194ce67-5f81-4dea-8756-b76a3031d050,Men's Styles
2. What's your fit?,2194ce67-5f81-4dea-8756-b76a3031d050,Wide
3. How old are you?,223b2ba7-c9b9-4f10-a364-3f797cfd7dc7,Rectangular
1. What are you looking for?,223b2ba7-c9b9-4f10-a364-3f797cfd7dc7,Women's Styles
2. What's your fit?,223b2ba7-c9b9-4f10-a364-3f797cfd7dc7,Narrow
3. How old are you?,23df942d-cfec-4a25-aeb4-01e868885376,No Preference
4. Which colors do you like?,23df942d-cfec-4a25-aeb4-01e868885376,Crystal
1. What are you looking for?,23df942d-cfec-4a25-aeb4-01e868885376,Women's Styles
2. What's your fit?,23df942d-cfec-4a25-aeb4-01e868885376,Medium
1. What are you looking for?,243c13e5-8203-4be9-bf51-06f66b269868,Women's Styles
2. What's your fit?,243c13e5-8203-4be9-bf51-06f66b269868,Narrow
3. How old are you?,2481ae33-3834-4d76-872b-d8f34880f027,Square
5. When was your last eye exam?,2481ae33-3834-4d76-872b-d8f34880f027,<1 Year
1. What are you looking for?,2481ae33-3834-4d76-872b-d8f34880f027,Women's Styles
2. What's your fit?,2481ae33-3834-4d76-872b-d8f34880f027,Narrow
4. Which colors do you like?,2481ae33-3834-4d76-872b-d8f34880f027,Crystal
2. What's your fit?,24aa082f-5ced-46e2-8fea-f531d4834553,I'm not sure. Let's skip it.
5. When was your last eye exam?,24aa082f-5ced-46e2-8fea-f531d4834553,3+ Years
3. How old are you?,24aa082f-5ced-46e2-8fea-f531d4834553,Round
4. Which colors do you like?,24aa082f-5ced-46e2-8fea-f531d4834553,Neutral
1. What are you looking for?,24aa082f-5ced-46e2-8fea-f531d4834553,Women's Styles
3. How old are you?,252aa9c7-6ce5-4d5e-9f25-62ddeb29b037,Rectangular
2. What's your fit?,252aa9c7-6ce5-4d5e-9f25-62ddeb29b037,Medium
4. Which colors do you like?,252aa9c7-6ce5-4d5e-9f25-62ddeb29b037,Crystal
1. What are you looking for?,252aa9c7-6ce5-4d5e-9f25-62ddeb29b037,Men's Styles
1. What are you looking for?,25a51625-51c3-43bd-89e1-40939391c448,Men's Styles
2. What's your fit?,25a51625-51c3-43bd-89e1-40939391c448,Narrow
4. Which colors do you like?,25a51625-51c3-43bd-89e1-40939391c448,Tortoise
3. How old are you?,25a51625-51c3-43bd-89e1-40939391c448,Square
1. What are you looking for?,25b08c33-5a33-45b0-b1d0-95f7952a3bd7,Women's Styles
4. Which colors do you like?,25b08c33-5a33-45b0-b1d0-95f7952a3bd7,Tortoise
5. When was your last eye exam?,25b08c33-5a33-45b0-b1d0-95f7952a3bd7,<1 Year
3. How old are you?,25b08c33-5a33-45b0-b1d0-95f7952a3bd7,Rectangular
2. What's your fit?,25b08c33-5a33-45b0-b1d0-95f7952a3bd7,I'm not sure. Let's skip it.
4. Which colors do you like?,25ea0b1f-fec4-4ba0-aed3-74d6eacf5521,Tortoise
2. What's your fit?,25ea0b1f-fec4-4ba0-aed3-74d6eacf5521,Medium
5. When was your last eye exam?,25ea0b1f-fec4-4ba0-aed3-74d6eacf5521,<1 Year
1. What are you looking for?,25ea0b1f-fec4-4ba0-aed3-74d6eacf5521,Women's Styles
3. How old are you?,25ea0b1f-fec4-4ba0-aed3-74d6eacf5521,Rectangular
5. When was your last eye exam?,263e2c67-0f80-46c9-89c7-81df0f63c686,<1 Year
2. What's your fit?,263e2c67-0f80-46c9-89c7-81df0f63c686,Wide
3. How old are you?,263e2c67-0f80-46c9-89c7-81df0f63c686,Rectangular
1. What are you looking for?,263e2c67-0f80-46c9-89c7-81df0f63c686,Women's Styles
4. Which colors do you like?,263e2c67-0f80-46c9-89c7-81df0f63c686,Crystal
1. What are you looking for?,299055ad-3a0b-4c33-89d8-9f06dbe8ef62,Men's Styles
2. What's your fit?,299055ad-3a0b-4c33-89d8-9f06dbe8ef62,Medium
1. What are you looking for?,299560c1-e207-4019-a904-e962fc810976,Men's Styles
2. What's your fit?,299560c1-e207-4019-a904-e962fc810976,Medium
2. What's your fit?,29bc637c-a79c-451e-97f4-b04d82201231,Medium
1. What are you looking for?,29bc637c-a79c-451e-97f4-b04d82201231,I'm not sure. Let's skip it.
1. What are you looking for?,2a71a3e2-5630-403e-911e-9ec897b0eb9b,Men's Styles
2. What's your fit?,2a71a3e2-5630-403e-911e-9ec897b0eb9b,Medium
4. Which colors do you like?,2a71a3e2-5630-403e-911e-9ec897b0eb9b,Black
3. How old are you?,2a71a3e2-5630-403e-911e-9ec897b0eb9b,No Preference
3. How old are you?,2aa0334e-0cc2-499c-826b-9f2194e2a253,Rectangular
5. When was your last eye exam?,2aa0334e-0cc2-499c-826b-9f2194e2a253,<1 Year
4. Which colors do you like?,2aa0334e-0cc2-499c-826b-9f2194e2a253,Crystal
2. What's your fit?,2aa0334e-0cc2-499c-826b-9f2194e2a253,Narrow
1. What are you looking for?,2aa0334e-0cc2-499c-826b-9f2194e2a253,Men's Styles
